Log file open, 12/05/22 23:39:50
[2022.12.05-21.11.32:454][964]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:454][964]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:454][964]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:454][964]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:454][964]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:454][964]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1688
[2022.12.05-21.11.32:465][965]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:465][965]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:465][965]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:465][965]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:465][965]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:476][966]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:476][966]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:476][966]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:476][966]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:476][966]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:476][966]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:487][967]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:487][967]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:487][967]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:487][967]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:487][967]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:498][968]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:498][968]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:498][968]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:498][968]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:498][968]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:498][968]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:509][969]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
[2022.12.05-21.11.32:509][969]LogPlayLevel: Warning: UAT: WARNING: SocketException: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:             at AutomationTool.AndroidFileClient.CloseConnection() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1715
[2022.12.05-21.11.32:509][969]LogPlayLevel: Error: UAT: ERROR: 0> Unexpected Exception: System.Net.Sockets.SocketException (10053): An established connection was aborted by the software in your host machine.
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Flush() in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 910
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.Batch_Append(Byte[] packet, Int32 writeSize) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 940
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.SocketSend(Boolean bPayload, Byte[] packet) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 958
[2022.12.05-21.11.32:509][969]LogPlayLevel: UAT:           at AutomationTool.AndroidFileClient.FileWrite(String SourcePath, String DestPath, Int32 bLog) in D:\build\++UE5\Sync\Engine\Saved\CsTools\Engine\Source\Programs\AutomationTool\Android\AndroidFileClient.cs:line 1903
